question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
"Will the price of Bitcoin be between $110,000 and $112,000 on Septembe",BTC,110000.0,above,113983.97,0.3424,0.6946,0.0,0.4824,13136.49,2025-09-17,7,True
"Will the price of Bitcoin be between $114,000 and $116,000 on Septembe",BTC,114000.0,above,113983.97,0.3424,0.4669,1.0,0.2842,233406.59,2025-09-17,7,False
"Will the price of Bitcoin be between $116,000 and $118,000 on Septembe",BTC,116000.0,above,113983.97,0.3424,0.3558,0.0,0.1266,221795.28,2025-09-17,7,False
"Will the price of Bitcoin be between $118,000 and $120,000 on Septembe",BTC,118000.0,above,113983.97,0.3424,0.2664,0.0,0.071,94433.67,2025-09-17,7,False
"Will the price of Bitcoin be between $120,000 and $122,000 on Septembe",BTC,120000.0,above,113983.97,0.3424,0.1953,0.0,0.0381,27806.56,2025-09-17,7,False
"Will the price of Bitcoin be greater than $122,000 on September 17?",BTC,122000.0,above,113983.97,0.3424,0.1397,0.0,0.0195,23675.48,2025-09-17,7,False
"Will the price of Bitcoin be between $104,000 and $106,000 on Septembe",BTC,104000.0,below,113983.97,0.3424,0.1007,0.0,0.0101,25472.17,2025-09-17,7,False
"Will the price of Bitcoin be between $106,000 and $108,000 on Septembe",BTC,106000.0,below,113983.97,0.3424,0.1526,0.0,0.0233,10617.37,2025-09-17,7,False
"Will the price of Bitcoin be between $108,000 and $110,000 on Septembe",BTC,108000.0,below,113983.97,0.3424,0.2203,0.0,0.0486,19812.02,2025-09-17,7,False
"Will the price of Bitcoin be between $112,000 and $114,000 on Septembe",BTC,112000.0,above,113983.97,0.3424,0.5906,0.0,0.3488,62544.58,2025-09-17,7,True
"Will the price of Ethereum be less than $2,800 on January 23?",ETH,2800.0,below,3294.88,0.6487,0.1068,0.0,0.0114,73080.82,2026-01-23,7,False
"Will the price of Ethereum be between $2,800 and $2,900 on January 23?",ETH,2800.0,below,3294.88,0.6487,0.1068,0.0,0.0114,50065.97,2026-01-23,7,False
"Will the price of Ethereum be between $2,900 and $3,000 on January 23?",ETH,2900.0,below,3294.88,0.6487,0.1592,1.0,0.7069,80938.7,2026-01-23,7,False
"Will the price of Ethereum be between $3,000 and $3,100 on January 23?",ETH,3000.0,below,3294.88,0.6487,0.2257,0.0,0.0509,115521.68,2026-01-23,7,False
"Will the price of Ethereum be between $3,600 and $3,700 on January 23?",ETH,3600.0,above,3294.88,0.6487,0.2265,0.0,0.0513,114651.88,2026-01-23,7,False
"Will the price of Ethereum be greater than $3,700 on January 23?",ETH,3700.0,above,3294.88,0.6487,0.1714,0.0,0.0294,11117.33,2026-01-23,7,False
"Will the price of Ethereum be between $3,100 and $3,200 on January 23?",ETH,3100.0,below,3294.88,0.6487,0.3067,0.0,0.0941,37043.95,2026-01-23,7,False
"Will the price of Ethereum be between $3,200 and $3,300 on January 23?",ETH,3200.0,above,3294.88,0.6487,0.5971,0.0,0.3565,52392.91,2026-01-23,7,True
"Will the price of Ethereum be between $3,300 and $3,400 on January 23?",ETH,3300.0,above,3294.88,0.6487,0.4846,0.0,0.2349,25057.61,2026-01-23,7,False
"Will the price of Ethereum be between $3,400 and $3,500 on January 23?",ETH,3400.0,above,3294.88,0.6487,0.38,0.0,0.1444,16362.22,2026-01-23,7,False
"Will the price of Ethereum be between $3,500 and $3,600 on January 23?",ETH,3500.0,above,3294.88,0.6487,0.2952,0.0,0.0871,157742.34,2026-01-23,7,False
Will the price of Bitcoin be less than $111K on August 21 at 4PM ET?,BTC,111000.0,below,118389.79,0.3348,0.1615,0.0,0.0261,164790.89,2025-08-21,7,False
Will the price of Bitcoin be between $111K and $112K on August 21 at 4,BTC,111000.0,below,118389.79,0.3348,0.1615,0.0,0.0261,382460.43,2025-08-21,7,False
Will the price of Bitcoin be between $112K and $113K on August 21 at 4,BTC,112000.0,below,118389.79,0.3348,0.1938,1.0,0.65,12959.96,2025-08-21,7,False
Will the price of Bitcoin be between $113K and $114K on August 21 at 4,BTC,113000.0,above,118389.79,0.3348,0.7699,0.0,0.5927,34595.9,2025-08-21,7,True
Will the price of Bitcoin be between $114K and $115K on August 21 at 4,BTC,114000.0,above,118389.79,0.3348,0.7293,0.0,0.5319,118075.46,2025-08-21,7,True
Will the price of Bitcoin be greater than $115K on August 21 at 4PM ET,BTC,115000.0,above,118389.79,0.3348,0.6844,0.0,0.4684,20560.63,2025-08-21,7,True
Ethereum above $4000 on August 11?,ETH,4000.0,above,3720.87,0.6793,0.2985,1.0,0.4922,182379.83,2025-08-11,7,False
Ethereum above $4200 on August 11?,ETH,4200.0,above,3720.87,0.6793,0.1906,1.0,0.6551,221775.17,2025-08-11,7,False
Ethereum above $4400 on August 11?,ETH,4400.0,above,3720.87,0.6793,0.117,0.0,0.0137,111173.04,2025-08-11,7,False
Ethereum above $3600 on August 11?,ETH,3600.0,above,3720.87,0.6793,0.6364,1.0,0.1322,42474.84,2025-08-11,7,True
Ethereum above $3800 on August 11?,ETH,3800.0,above,3720.87,0.6793,0.4524,1.0,0.2999,136331.16,2025-08-11,7,False
"Will the price of Ethereum be less than $2,900 on November 14?",ETH,2900.0,below,3433.71,0.7581,0.1689,0.0,0.0285,49696.06,2025-11-14,7,False
"Will the price of Ethereum be between $2,900 and $3,000 on November 14",ETH,2900.0,below,3433.71,0.7581,0.1689,0.0,0.0285,36143.64,2025-11-14,7,False
"Will the price of Ethereum be between $3,000 and $3,100 on November 14",ETH,3000.0,below,3433.71,0.7581,0.227,0.0,0.0515,35044.37,2025-11-14,7,False
"Will the price of Ethereum be between $3,100 and $3,200 on November 14",ETH,3100.0,below,3433.71,0.7581,0.2955,0.0,0.0873,83166.32,2025-11-14,7,False
"Will the price of Ethereum be between $3,200 and $3,300 on November 14",ETH,3200.0,below,3433.71,0.7581,0.3746,1.0,0.3911,137752.65,2025-11-14,7,False
"Will the price of Ethereum be between $3,300 and $3,400 on November 14",ETH,3300.0,above,3433.71,0.7581,0.5351,0.0,0.2863,48870.28,2025-11-14,7,True
"Will the price of Ethereum be between $3,400 and $3,500 on November 14",ETH,3400.0,above,3433.71,0.7581,0.4389,0.0,0.1927,31597.4,2025-11-14,7,True
"Will the price of Ethereum be between $3,500 and $3,600 on November 14",ETH,3500.0,above,3433.71,0.7581,0.3571,0.0,0.1275,169057.62,2025-11-14,7,False
"Will the price of Ethereum be between $3,600 and $3,700 on November 14",ETH,3600.0,above,3433.71,0.7581,0.2887,0.0,0.0833,73469.62,2025-11-14,7,False
"Will the price of Ethereum be between $3,700 and $3,800 on November 14",ETH,3700.0,above,3433.71,0.7581,0.2316,0.0,0.0536,43978.34,2025-11-14,7,False
"Will the price of Ethereum be greater than $3,800 on November 14?",ETH,3800.0,above,3433.71,0.7581,0.1841,0.0,0.0339,20277.67,2025-11-14,7,False
"Will the price of Ethereum be less than $2,900 on January 21?",ETH,2900.0,below,3354.82,0.6532,0.1334,0.0,0.0178,253090.49,2026-01-21,7,False
"Will the price of Ethereum be between $2,900 and $3,000 on January 21?",ETH,2900.0,below,3354.82,0.6532,0.1334,1.0,0.751,98156.37,2026-01-21,7,False
"Will the price of Ethereum be between $3,000 and $3,100 on January 21?",ETH,3000.0,below,3354.82,0.6532,0.1918,0.0,0.0368,52859.43,2026-01-21,7,False
"Will the price of Ethereum be between $3,100 and $3,200 on January 21?",ETH,3100.0,below,3354.82,0.6532,0.2639,0.0,0.0696,51902.38,2026-01-21,7,False
"Will the price of Ethereum be between $3,200 and $3,300 on January 21?",ETH,3200.0,above,3354.82,0.6532,0.6499,0.0,0.4224,37422.38,2026-01-21,7,True
"Will the price of Ethereum be between $3,300 and $3,400 on January 21?",ETH,3300.0,above,3354.82,0.6532,0.5487,0.0,0.3011,161955.97,2026-01-21,7,True
"Will the price of Ethereum be between $3,400 and $3,500 on January 21?",ETH,3400.0,above,3354.82,0.6532,0.4375,0.0,0.1914,17001.44,2026-01-21,7,False
"Will the price of Ethereum be between $3,500 and $3,600 on January 21?",ETH,3500.0,above,3354.82,0.6532,0.3439,0.0,0.1183,15245.64,2026-01-21,7,False
"Will the price of Ethereum be between $3,600 and $3,700 on January 21?",ETH,3600.0,above,3354.82,0.6532,0.2676,0.0,0.0716,13819.17,2026-01-21,7,False
"Will the price of Ethereum be between $3,700 and $3,800 on January 21?",ETH,3700.0,above,3354.82,0.6532,0.2056,0.0,0.0423,9953.56,2026-01-21,7,False
"Will the price of Ethereum be greater than $3,800 on January 21?",ETH,3800.0,above,3354.82,0.6532,0.1559,0.0,0.0243,17641.05,2026-01-21,7,False
Will Solana reach $300 October 6-12?,SOL,300.0,above,232.45,0.7089,0.0429,0.0,0.0018,50038.42,2025-10-13,7,False
Will Solana reach $290 October 6-12?,SOL,290.0,above,232.45,0.7089,0.066,0.0,0.0044,35938.03,2025-10-13,7,False
Will Solana reach $280 October 6-12?,SOL,280.0,above,232.45,0.7089,0.0994,0.0,0.0099,35542.03,2025-10-13,7,False
Will Solana reach $270 October 6-12?,SOL,270.0,above,232.45,0.7089,0.1463,0.0,0.0214,38289.58,2025-10-13,7,False
Will Solana reach $260 October 6-12?,SOL,260.0,above,232.45,0.7089,0.2103,0.0,0.0442,41036.5,2025-10-13,7,False
Will Solana reach $250 October 6-12?,SOL,250.0,above,232.45,0.7089,0.2958,0.0,0.0875,85376.13,2025-10-13,7,False
Will Solana reach $240 October 6-12?,SOL,240.0,above,232.45,0.7089,0.4082,0.0,0.1667,103884.11,2025-10-13,7,False
Will Solana dip to $220 October 6-12?,SOL,220.0,below,232.45,0.7089,0.3182,1.0,0.4648,10601.05,2025-10-13,7,False
Will Solana dip to $210 October 6-12?,SOL,210.0,below,232.45,0.7089,0.2135,1.0,0.6186,44651.2,2025-10-13,7,False
Will Solana dip to $200 October 6-12?,SOL,200.0,below,232.45,0.7089,0.1328,1.0,0.752,59828.25,2025-10-13,7,False
Will Solana dip to $190 October 6-12?,SOL,190.0,below,232.45,0.7089,0.0751,1.0,0.8553,46301.02,2025-10-13,7,False
Will Solana dip to $180 October 6-12?,SOL,180.0,below,232.45,0.7089,0.0378,1.0,0.9258,28857.17,2025-10-13,7,False
Will Solana dip to $170 October 6-12?,SOL,170.0,below,232.45,0.7089,0.0165,1.0,0.9673,32183.3,2025-10-13,7,False
Will Solana dip to $160 October 6-12?,SOL,160.0,below,232.45,0.7089,0.006,0.0,0.0,114859.35,2025-10-13,7,False
Will the price of Bitcoin be less than $118K on July 17 at 5PM ET?,BTC,118000.0,above,116031.3,0.3516,0.4259,0.0,0.1814,162429.55,2025-07-17,7,False
Will the price of Bitcoin be between $118K and $119K on July 17 at 5PM,BTC,118000.0,above,116031.3,0.3516,0.4259,0.0,0.1814,201370.19,2025-07-17,7,False
Will the price of Bitcoin be between $119K and $120K on July 17 at 5PM,BTC,119000.0,above,116031.3,0.3516,0.3743,1.0,0.3916,213416.97,2025-07-17,7,False
Will the price of Bitcoin be greater than $120K on July 17 at 5PM ET?,BTC,120000.0,above,116031.3,0.3516,0.3277,0.0,0.1074,149706.61,2025-07-17,7,False
"Will Ethereum reach $4,900 October 27-November 2?",ETH,4900.0,above,4120.1,0.6745,0.0902,0.0,0.0081,110913.64,2025-11-03,7,False
"Will Ethereum reach $4,800 October 27-November 2?",ETH,4800.0,above,4120.1,0.6745,0.1147,0.0,0.0131,60592.51,2025-11-03,7,False
"Will Ethereum reach $4,700 October 27-November 2?",ETH,4700.0,above,4120.1,0.6745,0.1445,0.0,0.0209,39675.96,2025-11-03,7,False
"Will Ethereum reach $4,600 October 27-November 2?",ETH,4600.0,above,4120.1,0.6745,0.1805,0.0,0.0326,36054.68,2025-11-03,7,False
"Will Ethereum reach $4,500 October 27-November 2?",ETH,4500.0,above,4120.1,0.6745,0.2236,0.0,0.05,33135.71,2025-11-03,7,False
"Will Ethereum reach $4,400 October 27-November 2?",ETH,4400.0,above,4120.1,0.6745,0.2747,0.0,0.0754,39093.83,2025-11-03,7,False
"Will Ethereum reach $4,300 October 27-November 2?",ETH,4300.0,above,4120.1,0.6745,0.3349,0.0,0.1122,136681.45,2025-11-03,7,False
"Will Ethereum dip to $4,100 October 27-November 2?",ETH,4100.0,below,4120.1,0.6745,0.5108,1.0,0.2393,6251.33,2025-11-03,7,False
"Will Ethereum dip to $4,000 October 27-November 2?",ETH,4000.0,below,4120.1,0.6745,0.4227,1.0,0.3332,13579.52,2025-11-03,7,False
"Will Ethereum dip to $3,900 October 27-November 2?",ETH,3900.0,below,4120.1,0.6745,0.3445,1.0,0.4296,22504.87,2025-11-03,7,False
"Will Ethereum dip to $3,800 October 27-November 2?",ETH,3800.0,below,4120.1,0.6745,0.2756,1.0,0.5247,37488.96,2025-11-03,7,False
"Will Ethereum dip to $3,700 October 27-November 2?",ETH,3700.0,below,4120.1,0.6745,0.2156,1.0,0.6152,33618.49,2025-11-03,7,False
"Will Ethereum dip to $3,600 October 27-November 2?",ETH,3600.0,below,4120.1,0.6745,0.1643,0.0,0.027,107825.01,2025-11-03,7,False
"Will Ethereum dip to $3,500 October 27-November 2?",ETH,3500.0,below,4120.1,0.6745,0.1215,0.0,0.0148,48669.72,2025-11-03,7,False
"Will the price of Ethereum be above $3,400 on November 8?",ETH,3400.0,above,3872.16,0.6854,0.8005,0.0,0.6409,186569.4,2025-11-08,7,True
"Will the price of Ethereum be above $3,500 on November 8?",ETH,3500.0,above,3872.16,0.6854,0.7393,0.0,0.5466,82456.99,2025-11-08,7,True
"Will the price of Ethereum be above $3,600 on November 8?",ETH,3600.0,above,3872.16,0.6854,0.6681,0.0,0.4464,88948.66,2025-11-08,7,True
"Will the price of Ethereum be above $3,700 on November 8?",ETH,3700.0,above,3872.16,0.6854,0.5866,0.0,0.3441,40633.58,2025-11-08,7,True
"Will the price of Ethereum be above $4,300 on November 8?",ETH,4300.0,above,3872.16,0.6854,0.171,0.0,0.0293,37791.85,2025-11-08,7,False
"Will the price of Ethereum be above $3,800 on November 8?",ETH,3800.0,above,3872.16,0.6854,0.4939,0.0,0.244,61708.66,2025-11-08,7,True
"Will the price of Ethereum be above $3,900 on November 8?",ETH,3900.0,above,3872.16,0.6854,0.4052,0.0,0.1642,63660.36,2025-11-08,7,False
"Will the price of Ethereum be above $4,000 on November 8?",ETH,4000.0,above,3872.16,0.6854,0.3305,0.0,0.1092,30150.8,2025-11-08,7,False
"Will the price of Ethereum be above $4,100 on November 8?",ETH,4100.0,above,3872.16,0.6854,0.2676,0.0,0.0716,38636.73,2025-11-08,7,False
"Will the price of Ethereum be above $4,200 on November 8?",ETH,4200.0,above,3872.16,0.6854,0.2149,0.0,0.0462,57622.41,2025-11-08,7,False
"Will the price of Ethereum be above $4,400 on November 8?",ETH,4400.0,above,3872.16,0.6854,0.1348,0.0,0.0182,34150.5,2025-11-08,7,False
"Will the price of Ethereum be less than $2,800 on January 26?",ETH,2800.0,below,3187.51,0.6394,0.1639,0.0,0.0269,99220.34,2026-01-26,7,False
"Will the price of Ethereum be between $2,800 and $2,900 on January 26?",ETH,2800.0,below,3187.51,0.6394,0.1639,0.0,0.0269,197439.84,2026-01-26,7,False
"Will the price of Ethereum be between $2,900 and $3,000 on January 26?",ETH,2900.0,below,3187.51,0.6394,0.2355,1.0,0.5844,61151.53,2026-01-26,7,False
"Will the price of Ethereum be between $3,000 and $3,100 on January 26?",ETH,3000.0,below,3187.51,0.6394,0.3235,0.0,0.1046,106643.9,2026-01-26,7,False
"Will the price of Ethereum be between $3,100 and $3,200 on January 26?",ETH,3100.0,above,3187.51,0.6394,0.5714,0.0,0.3265,34170.14,2026-01-26,7,True
"Will the price of Ethereum be between $3,200 and $3,300 on January 26?",ETH,3200.0,above,3187.51,0.6394,0.4512,0.0,0.2036,93484.23,2026-01-26,7,False
"Will the price of Ethereum be between $3,300 and $3,400 on January 26?",ETH,3300.0,above,3187.51,0.6394,0.3481,0.0,0.1212,39294.48,2026-01-26,7,False
"Will the price of Ethereum be between $3,400 and $3,500 on January 26?",ETH,3400.0,above,3187.51,0.6394,0.2653,0.0,0.0704,16301.56,2026-01-26,7,False
"Will the price of Ethereum be between $3,500 and $3,600 on January 26?",ETH,3500.0,above,3187.51,0.6394,0.1992,0.0,0.0397,34986.88,2026-01-26,7,False
"Will the price of Ethereum be between $3,600 and $3,700 on January 26?",ETH,3600.0,above,3187.51,0.6394,0.1472,0.0,0.0217,28446.28,2026-01-26,7,False
"Will the price of Ethereum be greater than $3,700 on January 26?",ETH,3700.0,above,3187.51,0.6394,0.107,0.0,0.0114,10077.85,2026-01-26,7,False
"Bitcoin above $113,000 on May 30?",BTC,113000.0,above,107329.61,0.5472,0.3129,0.0,0.0979,720051.59,2025-05-30,7,False
"Will the price of Bitcoin be less than $92,000 on November 19?",BTC,92000.0,below,101639.01,0.4414,0.164,1.0,0.6989,141029.25,2025-11-19,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on November 1",BTC,92000.0,below,101639.01,0.4414,0.164,0.0,0.0269,153944.4,2025-11-19,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on November 1",BTC,94000.0,below,101639.01,0.4414,0.2267,0.0,0.0514,100055.81,2025-11-19,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on November 1",BTC,96000.0,below,101639.01,0.4414,0.3029,0.0,0.0918,58542.66,2025-11-19,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on November ",BTC,98000.0,above,101639.01,0.4414,0.6064,0.0,0.3677,83831.19,2025-11-19,7,True
"Will the price of Bitcoin be between $100,000 and $102,000 on November",BTC,100000.0,above,101639.01,0.4414,0.4998,0.0,0.2498,74953.7,2025-11-19,7,True
"Will the price of Bitcoin be between $102,000 and $104,000 on November",BTC,102000.0,above,101639.01,0.4414,0.3952,0.0,0.1561,9871.02,2025-11-19,7,False
"Will the price of Bitcoin be between $104,000 and $106,000 on November",BTC,104000.0,above,101639.01,0.4414,0.3091,0.0,0.0955,12698.1,2025-11-19,7,False
"Will the price of Bitcoin be between $106,000 and $108,000 on November",BTC,106000.0,above,101639.01,0.4414,0.2384,0.0,0.0568,13479.57,2025-11-19,7,False
"Will the price of Bitcoin be between $108,000 and $110,000 on November",BTC,108000.0,above,101639.01,0.4414,0.181,0.0,0.0328,21769.34,2025-11-19,7,False
"Will the price of Bitcoin be greater than $110,000 on November 19?",BTC,110000.0,above,101639.01,0.4414,0.1351,0.0,0.0183,49271.98,2025-11-19,7,False
"Will the price of Bitcoin be less than $84,000 on December 17?",BTC,84000.0,below,92035.99,0.5305,0.2355,0.0,0.0555,73520.68,2025-12-17,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 1",BTC,84000.0,below,92035.99,0.5305,0.2355,0.0,0.0555,66733.88,2025-12-17,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on December 1",BTC,86000.0,below,92035.99,0.5305,0.3077,1.0,0.4792,160632.38,2025-12-17,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on December 1",BTC,88000.0,above,92035.99,0.5305,0.6078,0.0,0.3694,172789.74,2025-12-17,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on December 1",BTC,90000.0,above,92035.99,0.5305,0.51,0.0,0.2601,77867.2,2025-12-17,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on December 1",BTC,92000.0,above,92035.99,0.5305,0.4114,0.0,0.1692,66537.84,2025-12-17,7,True
"Will the price of Bitcoin be between $94,000 and $96,000 on December 1",BTC,94000.0,above,92035.99,0.5305,0.3291,0.0,0.1083,49450.35,2025-12-17,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on December 1",BTC,96000.0,above,92035.99,0.5305,0.2606,0.0,0.0679,19612.13,2025-12-17,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on December ",BTC,98000.0,above,92035.99,0.5305,0.2039,0.0,0.0416,11945.57,2025-12-17,7,False
"Will the price of Bitcoin be between $100,000 and $102,000 on December",BTC,100000.0,above,92035.99,0.5305,0.1575,0.0,0.0248,10191.15,2025-12-17,7,False
"Will the price of Bitcoin be greater than $102,000 on December 17?",BTC,102000.0,above,92035.99,0.5305,0.12,0.0,0.0144,9315.31,2025-12-17,7,False
"Bitcoin above $120,000 on July 23?",BTC,120000.0,above,118681.68,0.3466,0.4876,0.0,0.2378,716185.37,2025-07-23,7,False
Will the price of Solana be above $70 on February 6?,SOL,70.0,above,117.42,0.7216,0.9992,1.0,0.0,169076.56,2026-02-06,7,True
Will the price of Solana be above $80 on February 6?,SOL,80.0,above,117.42,0.7216,0.9908,1.0,0.0001,132663.28,2026-02-06,7,True
Will the price of Solana be above $90 on February 6?,SOL,90.0,above,117.42,0.7216,0.949,0.0,0.9007,107102.3,2026-02-06,7,True
Will the price of Solana be above $100 on February 6?,SOL,100.0,above,117.42,0.7216,0.8362,0.0,0.6992,129741.77,2026-02-06,7,True
Will the price of Solana be above $110 on February 6?,SOL,110.0,above,117.42,0.7216,0.6298,0.0,0.3966,30869.95,2026-02-06,7,True
Will the price of Solana be above $120 on February 6?,SOL,120.0,above,117.42,0.7216,0.3567,0.0,0.1272,28714.16,2026-02-06,7,False
Will the price of Solana be above $130 on February 6?,SOL,130.0,above,117.42,0.7216,0.1809,0.0,0.0327,77553.35,2026-02-06,7,False
Will the price of Solana be above $140 on February 6?,SOL,140.0,above,117.42,0.7216,0.084,0.0,0.0071,15592.04,2026-02-06,7,False
Will the price of Solana be above $150 on February 6?,SOL,150.0,above,117.42,0.7216,0.0357,0.0,0.0013,11081.19,2026-02-06,7,False
Will the price of Solana be above $160 on February 6?,SOL,160.0,above,117.42,0.7216,0.014,0.0,0.0002,5217.87,2026-02-06,7,False
Will the price of Solana be above $170 on February 6?,SOL,170.0,above,117.42,0.7216,0.0051,0.0,0.0,7527.94,2026-02-06,7,False
"Will the price of Ethereum be above $2,400 on December 25?",ETH,2400.0,above,2826.57,0.7573,0.8253,1.0,0.0305,27923.98,2025-12-25,7,True
"Will the price of Ethereum be above $2,500 on December 25?",ETH,2500.0,above,2826.57,0.7573,0.752,1.0,0.0615,68640.64,2025-12-25,7,True
"Will the price of Ethereum be above $2,600 on December 25?",ETH,2600.0,above,2826.57,0.7573,0.6633,1.0,0.1134,33257.08,2025-12-25,7,True
"Will the price of Ethereum be above $2,700 on December 25?",ETH,2700.0,above,2826.57,0.7573,0.5586,1.0,0.1948,61661.57,2025-12-25,7,True
"Will the price of Ethereum be above $2,800 on December 25?",ETH,2800.0,above,2826.57,0.7573,0.442,1.0,0.3114,57766.43,2025-12-25,7,True
"Will the price of Ethereum be above $2,900 on December 25?",ETH,2900.0,above,2826.57,0.7573,0.3438,1.0,0.4306,48479.5,2025-12-25,7,False
"Will the price of Ethereum be above $3,000 on December 25?",ETH,3000.0,above,2826.57,0.7573,0.2649,0.0,0.0701,69439.88,2025-12-25,7,False
"Will the price of Ethereum be above $3,100 on December 25?",ETH,3100.0,above,2826.57,0.7573,0.2016,0.0,0.0406,93592.51,2025-12-25,7,False
"Will the price of Ethereum be above $3,200 on December 25?",ETH,3200.0,above,2826.57,0.7573,0.1514,0.0,0.0229,70708.85,2025-12-25,7,False
"Will the price of Ethereum be above $3,300 on December 25?",ETH,3300.0,above,2826.57,0.7573,0.1121,0.0,0.0126,140521.04,2025-12-25,7,False
"Will the price of Ethereum be above $3,400 on December 25?",ETH,3400.0,above,2826.57,0.7573,0.0819,0.0,0.0067,42384.43,2025-12-25,7,False
"Will the price of Bitcoin be less than $78,000 on December 24?",BTC,78000.0,below,86209.77,0.5265,0.2003,0.0,0.0401,21139.6,2025-12-24,7,False
"Will the price of Bitcoin be between $78,000 and $80,000 on December 2",BTC,78000.0,below,86209.77,0.5265,0.2003,0.0,0.0401,22224.0,2025-12-24,7,False
"Will the price of Bitcoin be between $80,000 and $82,000 on December 2",BTC,80000.0,below,86209.77,0.5265,0.271,0.0,0.0735,19401.3,2025-12-24,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on December 2",BTC,82000.0,below,86209.77,0.5265,0.3554,0.0,0.1263,41146.55,2025-12-24,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 2",BTC,84000.0,above,86209.77,0.5265,0.5455,0.0,0.2975,119345.78,2025-12-24,7,True
"Will the price of Bitcoin be between $86,000 and $88,000 on December 2",BTC,86000.0,above,86209.77,0.5265,0.4367,1.0,0.3173,194372.94,2025-12-24,7,True
"Will the price of Bitcoin be between $88,000 and $90,000 on December 2",BTC,88000.0,above,86209.77,0.5265,0.3446,0.0,0.1187,121425.08,2025-12-24,7,False
"Will the price of Bitcoin be between $90,000 and $92,000 on December 2",BTC,90000.0,above,86209.77,0.5265,0.2689,0.0,0.0723,68686.2,2025-12-24,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on December 2",BTC,92000.0,above,86209.77,0.5265,0.207,0.0,0.0428,32558.63,2025-12-24,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on December 2",BTC,94000.0,above,86209.77,0.5265,0.157,0.0,0.0246,31762.02,2025-12-24,7,False
"Will the price of Bitcoin be greater than $96,000 on December 24?",BTC,96000.0,above,86209.77,0.5265,0.1172,0.0,0.0137,40688.36,2025-12-24,7,False
Will the price of Bitcoin be less than $103K on June 6 at 5 PM ET?,BTC,103000.0,above,104033.26,0.5274,0.5594,0.0,0.3129,122911.42,2025-06-06,7,True
Will the price of Bitcoin be between $103K and $104K on June 6 at 5 PM,BTC,103000.0,above,104033.26,0.5274,0.5594,0.0,0.3129,288327.59,2025-06-06,7,True
Will the price of Bitcoin be between $104K and $105K on June 6 at 5 PM,BTC,104000.0,above,104033.26,0.5274,0.5155,1.0,0.2348,110180.61,2025-06-06,7,True
Will the price of Bitcoin be greater than $105K on June 6 at 5 PM ET?,BTC,105000.0,above,104033.26,0.5274,0.4702,0.0,0.2211,188891.63,2025-06-06,7,False
Solana above $170 on September 1?,SOL,170.0,above,187.21,0.7655,0.7256,1.0,0.0753,24175.31,2025-09-01,7,True
Solana above $190 on September 1?,SOL,190.0,above,187.21,0.7655,0.4141,1.0,0.3432,137057.76,2025-09-01,7,False
Solana above $210 on September 1?,SOL,210.0,above,187.21,0.7655,0.1904,0.0,0.0362,142945.44,2025-09-01,7,False
Solana above $160 on September 1?,SOL,160.0,above,187.21,0.7655,0.8354,1.0,0.0271,31153.0,2025-09-01,7,True
Solana above $180 on September 1?,SOL,180.0,above,187.21,0.7655,0.582,1.0,0.1748,50131.96,2025-09-01,7,True
Solana above $200 on September 1?,SOL,200.0,above,187.21,0.7655,0.2843,0.0,0.0808,269581.56,2025-09-01,7,False
Solana above $220 on September 1?,SOL,220.0,above,187.21,0.7655,0.1239,0.0,0.0153,53887.49,2025-09-01,7,False
Bitcoin above $111K on August 21 at 4PM ET?,BTC,111000.0,above,118389.79,0.3348,0.8385,1.0,0.0261,74568.1,2025-08-21,7,True
Bitcoin above $111.5K on August 21 at 4PM ET?,BTC,111500.0,above,118389.79,0.3348,0.8229,1.0,0.0314,109926.46,2025-08-21,7,True
Bitcoin above $112K on August 21 at 4PM ET?,BTC,112000.0,above,118389.79,0.3348,0.8062,1.0,0.0376,185719.81,2025-08-21,7,True
Bitcoin above $112.5K on August 21 at 4PM ET?,BTC,112500.0,above,118389.79,0.3348,0.7886,0.0,0.6218,129212.6,2025-08-21,7,True
Bitcoin above $113K on August 21 at 4PM ET?,BTC,113000.0,above,118389.79,0.3348,0.7699,0.0,0.5927,41914.74,2025-08-21,7,True
Bitcoin above $114K on August 21 at 4PM ET?,BTC,114000.0,above,118389.79,0.3348,0.7293,0.0,0.5319,17142.98,2025-08-21,7,True
Bitcoin above $113.5K on August 21 at 4PM ET?,BTC,113500.0,above,118389.79,0.3348,0.7501,0.0,0.5627,37988.85,2025-08-21,7,True
